_id,id,idPullRequest,idRepository,sentiment,createdAt
5fa16355c76f188ef5d77146,MDEyOklzc3VlQ29tbWVudDU5NzYxODE4MA==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,06/03/20 20:16
5fa16355c76f188ef5d7714e,MDEyOklzc3VlQ29tbWVudDU5Nzc5Njg1OA==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,06/03/20 20:16
5fa16355c76f188ef5d77157,MDEyOklzc3VlQ29tbWVudDU5NzgwNjc1OA==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,06/03/20 20:16
5fa16355c76f188ef5d7715f,MDEyOklzc3VlQ29tbWVudDU5ODExODIzMg==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,06/03/20 20:16
5fa16355c76f188ef5d77167,MDEyOklzc3VlQ29tbWVudDU5ODE4MjYxNA==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,06/03/20 20:16
5fa16355c76f188ef5d7716f,MDEyOklzc3VlQ29tbWVudDU5ODE4NzA3OQ==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,06/03/20 20:16
5fa16355c76f188ef5d77177,MDEyOklzc3VlQ29tbWVudDU5ODI4ODk2NQ==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,06/03/20 20:16
5fa16355c76f188ef5d7717f,MDEyOklzc3VlQ29tbWVudDU5ODI5NTIzNw==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,06/03/20 20:16
5fa16355c76f188ef5d77193,MDEyOklzc3VlQ29tbWVudDU5ODI5OTkyMw==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,06/03/20 20:16
5fa16355c76f188ef5d7719b,MDEyOklzc3VlQ29tbWVudDU5ODM2MjAwNw==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,06/03/20 20:16
5fa16355c76f188ef5d771a4,MDEyOklzc3VlQ29tbWVudDU5ODQyMjQzMw==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,06/03/20 20:16
5fa16355c76f188ef5d771ac,MDEyOklzc3VlQ29tbWVudDU5ODcxNjc0Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1MDAzMzMx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,06/03/20 20:16
5fa16357c76f188ef5d771fb,MDEyOklzc3VlQ29tbWVudDU5NjUxOTIyNw==,MDExOlB1bGxSZXF1ZXN0Mzg1MDcxMDMw,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 00:02
5fa16357c76f188ef5d77203,MDEyOklzc3VlQ29tbWVudDYwMTU0OTE1Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1MDcxMDMw,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 00:02
5fa16357c76f188ef5d7720c,MDEyOklzc3VlQ29tbWVudDYwMTk5MTg2Mw==,MDExOlB1bGxSZXF1ZXN0Mzg1MDcxMDMw,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 00:02
5fa16357c76f188ef5d77215,MDEyOklzc3VlQ29tbWVudDYwMTk5MTk4NA==,MDExOlB1bGxSZXF1ZXN0Mzg1MDcxMDMw,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 00:02
5fa1635ac76f188ef5d7745e,MDEyOklzc3VlQ29tbWVudDU5NjA5MTI2Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1MTE1NzQ0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,07/03/20 07:27
5fa1635ac76f188ef5d77468,MDEyOklzc3VlQ29tbWVudDU5NjEwMTcwNw==,MDExOlB1bGxSZXF1ZXN0Mzg1MTE1NzQ0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 07:27
5fa1635ac76f188ef5d77473,MDEyOklzc3VlQ29tbWVudDY4MzYyMTE2MQ==,MDExOlB1bGxSZXF1ZXN0Mzg1MTE1NzQ0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 07:27
5fa1635ac76f188ef5d77482,MDEyOklzc3VlQ29tbWVudDY4Mzc0NzM3MA==,MDExOlB1bGxSZXF1ZXN0Mzg1MTE1NzQ0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 07:27
5fa1635ac76f188ef5d77491,MDEyOklzc3VlQ29tbWVudDY4NDA3MTM3Mw==,MDExOlB1bGxSZXF1ZXN0Mzg1MTE1NzQ0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 07:27
5fa1635ac76f188ef5d7749b,MDEyOklzc3VlQ29tbWVudDcxNjM2NDk1NQ==,MDExOlB1bGxSZXF1ZXN0Mzg1MTE1NzQ0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 07:27
5fa1635bc76f188ef5d775bd,MDEyOklzc3VlQ29tbWVudDU5NjE3NDc0OA==,MDExOlB1bGxSZXF1ZXN0Mzg1MTQwMjcw,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,07/03/20 12:31
5fa1635bc76f188ef5d775c5,MDEyOklzc3VlQ29tbWVudDU5NjE4MTE3MA==,MDExOlB1bGxSZXF1ZXN0Mzg1MTQwMjcw,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 12:31
5fa1635dc76f188ef5d77608,MDEyOklzc3VlQ29tbWVudDU5NjE3MDczNw==,MDExOlB1bGxSZXF1ZXN0Mzg1MTkxODg0,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 20:51
5fa16360c76f188ef5d7786f,MDEyOklzc3VlQ29tbWVudDU5NjE0OTM3MA==,MDExOlB1bGxSZXF1ZXN0Mzg1MjA0NzQ5,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 23:27
5fa16360c76f188ef5d7787f,MDEyOklzc3VlQ29tbWVudDU5NjE1MDg1MA==,MDExOlB1bGxSZXF1ZXN0Mzg1MjA0NzQ5,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 23:27
5fa16360c76f188ef5d7788d,MDEyOklzc3VlQ29tbWVudDU5NjE1MjU1Mw==,MDExOlB1bGxSZXF1ZXN0Mzg1MjA0NzQ5,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,07/03/20 23:27
5fa16360c76f188ef5d7789d,MDEyOklzc3VlQ29tbWVudDU5NjE3MjU4Mw==,MDExOlB1bGxSZXF1ZXN0Mzg1MjA0NzQ5,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,07/03/20 23:27
5fa16362c76f188ef5d77a4c,MDEyOklzc3VlQ29tbWVudDU5NjQxNTI2Ng==,MDExOlB1bGxSZXF1ZXN0Mzg1Mjk3MTAx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,08/03/20 18:24
5fa16362c76f188ef5d77a58,MDEyOklzc3VlQ29tbWVudDU5NjUwMzk2Ng==,MDExOlB1bGxSZXF1ZXN0Mzg1Mjk3MTAx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,08/03/20 18:24
5fa16362c76f188ef5d77a70,MDEyOklzc3VlQ29tbWVudDU5NjUwNTMxOA==,MDExOlB1bGxSZXF1ZXN0Mzg1Mjk3MTAx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,08/03/20 18:24
5fa16363c76f188ef5d77b6f,MDEyOklzc3VlQ29tbWVudDU5ODE5NDE5NQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:24
5fa16363c76f188ef5d77b77,MDEyOklzc3VlQ29tbWVudDYwOTkzOTMxMg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:24
5fa16363c76f188ef5d77b7f,MDEyOklzc3VlQ29tbWVudDYxMDE1MTI2Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,09/03/20 15:24
5fa16363c76f188ef5d77b8c,MDEyOklzc3VlQ29tbWVudDYxMDUzMDA5MQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:24
5fa16363c76f188ef5d77b94,MDEyOklzc3VlQ29tbWVudDYxMDU0Mjc4MQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,09/03/20 15:24
5fa16363c76f188ef5d77b9c,MDEyOklzc3VlQ29tbWVudDYxODE4MjQ3Mw==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:24
5fa16363c76f188ef5d77ba4,MDEyOklzc3VlQ29tbWVudDYxODMyODkzNQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjUzMzIz,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,09/03/20 15:24
5fa16365c76f188ef5d77c57,MDEyOklzc3VlQ29tbWVudDU5NjYxODA1Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77c6c,MDEyOklzc3VlQ29tbWVudDU5NzExMTIwNg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77c7a,MDEyOklzc3VlQ29tbWVudDU5NzE2ODYwNg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77c85,MDEyOklzc3VlQ29tbWVudDU5NzE4ODM4NQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77c8e,MDEyOklzc3VlQ29tbWVudDYxOTM4MTUzMg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77c9d,MDEyOklzc3VlQ29tbWVudDYxOTQwNDQ5Nw==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,09/03/20 15:27
5fa16365c76f188ef5d77ca9,MDEyOklzc3VlQ29tbWVudDYxOTQxNjU0Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77cb6,MDEyOklzc3VlQ29tbWVudDYyNjM0MTM5NA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16365c76f188ef5d77cc4,MDEyOklzc3VlQ29tbWVudDY1MDAyOTE1Mw==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,2,09/03/20 15:27
5fa16365c76f188ef5d77cd3,MDEyOklzc3VlQ29tbWVudDY1MDA3MTI4MA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77ce4,MDEyOklzc3VlQ29tbWVudDY1MDEzMTcxMQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77cf3,MDEyOklzc3VlQ29tbWVudDY1MDE5MTkxMw==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,09/03/20 15:27
5fa16366c76f188ef5d77cff,MDEyOklzc3VlQ29tbWVudDY1MzE5NTY4MA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d0e,MDEyOklzc3VlQ29tbWVudDY1MzE5OTAxNw==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,2,09/03/20 15:27
5fa16366c76f188ef5d77d1e,MDEyOklzc3VlQ29tbWVudDY1MzI1NDI4MA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d29,MDEyOklzc3VlQ29tbWVudDY1MzMyOTMzOA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d36,MDEyOklzc3VlQ29tbWVudDY1OTM2OTMxMw==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d47,MDEyOklzc3VlQ29tbWVudDY2MjMxNjY2MA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d57,MDEyOklzc3VlQ29tbWVudDY2NDAyNDk1Ng==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d68,MDEyOklzc3VlQ29tbWVudDY3ODQ1NjU3MQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d72,MDEyOklzc3VlQ29tbWVudDY5OTk2NzU3NA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,-1,09/03/20 15:27
5fa16366c76f188ef5d77d80,MDEyOklzc3VlQ29tbWVudDY5OTk5MDE2Ng==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77d9d,MDEyOklzc3VlQ29tbWVudDY5OTk5NjE1OQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77dad,MDEyOklzc3VlQ29tbWVudDcwMDE2NTYxOA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77dbb,MDEyOklzc3VlQ29tbWVudDcwMDE3NTI1Mg==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,09/03/20 15:27
5fa16366c76f188ef5d77dcc,MDEyOklzc3VlQ29tbWVudDcwMDE3Nzk0MA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,09/03/20 15:27
5fa16366c76f188ef5d77ddc,MDEyOklzc3VlQ29tbWVudDcwMDE4ODYyOQ==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16366c76f188ef5d77dea,MDEyOklzc3VlQ29tbWVudDcwMTI0NTgyOA==,MDExOlB1bGxSZXF1ZXN0Mzg1NjU0OTEx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,09/03/20 15:27
5fa16368c76f188ef5d7802f,MDEyOklzc3VlQ29tbWVudDU5Njk4NTIzNw==,MDExOlB1bGxSZXF1ZXN0Mzg2MDIwNzk3,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,0,10/03/20 09:24
5fa16368c76f188ef5d7803f,MDEyOklzc3VlQ29tbWVudDU5ODE5NDAxOQ==,MDExOlB1bGxSZXF1ZXN0Mzg2MDIwNzk3,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,10/03/20 09:24
5fa1636ec76f188ef5d784bc,MDEyOklzc3VlQ29tbWVudDU5ODgyNzQ5OA==,MDExOlB1bGxSZXF1ZXN0Mzg2OTg3ODYx,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,1,12/03/20 00:58
